Time (s),Voltage (V)
0,4.55034213098729
0.031189000003053,4.55522971652004
0.0651520000025698,4.49169110459433
0.0876819999963061,2.27272727272727
0.121428999997676,1.34897360703812
0.153887999996556,0.684261974584555
0.179325999997559,0.381231671554252
0.211037000000488,0.263929618768328
0.237144000001251,0.190615835777126
0.260854000002155,0.166177908113392
0.294565999999634,0.136852394916911
0.327368000000718,0.122189638318671
0.36039299999922,0.117302052785924
0.3923500000015,0.112414467253177
0.427053999997668,0.112414467253177
0.467888999998564,0.112414467253177
0.493300999999036,0.117302052785924
0.5173599999994,0.112414467253177
0.541891999997205,0.112414467253177
0.559806000001743,0.112414467253177
0.590685000002395,0.112414467253177
0.617108000002816,0.112414467253177
0.641094999998813,0.112414467253177
0.666721000000848,0.10752688172043
0.690879000000649,0.112414467253177
0.71470199999959,0.112414467253177
0.748487999998019,0.112414467253177
0.781870999999342,0.112414467253177
0.807424999997011,0.112414467253177
0.831103000000127,0.10752688172043
0.855399999998497,0.112414467253177
0.890288999997068,0.127077223851417
0.922689000003032,0.117302052785924
0.94844600000232,0.112414467253177
0.972545999996356,0.112414467253177
1.0068350000009,0.10752688172043
1.02266499999911,0.10752688172043
1.05532699999958,0.112414467253177
1.07293900000303,0.10752688172043
1.11487799999864,0.112414467253177
1.14751600000261,0.112414467253177
1.1787199999988,0.10752688172043
1.21304200000316,0.112414467253177
1.24467700000108,0.112414467253177
1.27852399999648,0.112414467253177
1.31081599999965,0.117302052785924
1.33666300000252,0.122189638318671
1.36089500000327,0.131964809384164
1.39462600000203,0.219941348973607
1.42641099999844,0.317693059628543
1.45998900000006,0.342130987292278
1.4836269999966,0.410557184750733
1.51001900000125,0.342130987292278
1.54188599999995,0.356793743890518
1.56793900000304,0.650048875855327
1.60018800000103,0.654936461388074
1.6170019999966,0.581622678396872
1.64974499999732,0.488758553274682
1.67549599999936,0.762463343108504
1.69879399999976,0.899315738025416
1.7325089999959,0.791788856304985
1.75853899999709,0.967741935483871
1.79038499999791,1.73509286412512
1.82453400000185,1.64222873900293
1.84756599999963,3.0058651026393
1.88111900000274,2.23851417399804
1.9139350000024,2.37536656891496
1.94848200000078,2.13587487781036
1.97213399999589,1.88660801564027
2.00621499999613,1.9941348973607
2.03005799999832,2.20918866080156
2.06352499999852,2.05767350928641
2.08757500000297,2.01368523949169
2.12247900000216,1.91593352883675
2.14564699999988,1.66666666666667
2.17114500000326,1.44672531769306
2.19544600000233,1.80351906158358
2.22022900000215,1.96969696969697
2.25410499999671,1.59824046920821
2.26931499999762,1.35874877810362
2.2938430000022,1.20723362658847
2.31991200000047,1.44672531769306
2.34428299999982,1.10459433040078
2.36867099999637,1.17790811339198
2.39415999999642,1.18768328445748
2.42679100000115,1.12414467253177
2.45149300000071,0.92375366568915
2.47586999999731,0.752688172043011
2.50064599999786,0.757575757575758
2.53499300000072,0.752688172043011
2.56705799999833,0.664711632453568
2.60089899999647,0.718475073313783
2.62481099999695,0.654936461388074
2.65811800000071,0.606060606060606
2.68180799999834,0.625610948191593
2.70777700000255,0.625610948191593
2.7316630000025,0.571847507331378
2.76525999999791,0.566959921798631
2.79802700000258,0.488758553274682
2.82432999999821,0.493646138807429
2.85692700000106,0.562072336265885
2.88206099999695,0.513196480938416
2.9058149999976,0.425219941348974
2.92955099999904,0.547409579667644
2.96403100000322,0.400782013685239
2.97961599999667,0.342130987292278
3.01418599999695,0.347018572825024
3.03780399999766,0.268817204301075
3.06412399999797,0.298142717497556
3.10280900000035,0.249266862170088
3.12804200000315,0.278592375366569
3.16153299999982,0.224828934506354
3.19515100000055,0.229716520039101
3.2264450000003,0.229716520039101
3.26087600000201,0.254154447702835
3.28455600000171,0.268817204301075
3.3101080000028,0.249266862170088
3.33452799999714,0.21505376344086
3.36682299999893,0.229716520039101
3.39921000000089,0.20039100684262
3.43332299999892,0.185728250244379
3.46486900000275,0.185728250244379
3.49055600000173,0.180840664711632
3.52329299999772,0.175953079178886
3.54823799999804,0.175953079178886
3.57277300000192,0.156402737047898
3.58969900000096,0.166177908113392
3.61500100000202,0.156402737047898
3.64818900000304,0.136852394916911
3.68087499999999,0.131964809384164
3.70648600000143,0.127077223851417
3.7312419999987,0.131964809384164
3.76385300000013,0.122189638318671
3.79742899999766,0.122189638318671
3.82848399999739,0.122189638318671
3.85404699999839,0.117302052785924
3.86973900000007,0.117302052785924
3.90292000000179,0.122189638318671
3.93757899999619,0.112414467253177
3.96022599999606,0.117302052785924
3.99470499999822,0.112414467253177
4.02726399999858,0.112414467253177
4.06079900000245,0.112414467253177
4.08421899999678,0.112414467253177
4.11799799999594,0.112414467253177
4.14277499999852,0.10752688172043
4.1763350000009,0.117302052785924
4.2087650000006,0.112414467253177
4.24157400000095,0.112414467253177
4.27362299999595,0.112414467253177
4.30749199999869,0.112414467253177
4.33185899999737,0.112414467253177
4.35755499999971,0.112414467253177
4.38987399999797,0.117302052785924
4.42416499999911,0.117302052785924
4.44720799999683,0.117302052785924
4.48166099999844,0.112414467253177
4.51256499999761,0.112414467253177
4.54661299999805,0.117302052785924
4.57066200000048,0.112414467253177
4.60541399999707,0.117302052785924
4.62877799999714,0.112414467253177
4.66262900000066,0.117302052785924
4.67785899999737,0.112414467253177
4.71174499999731,0.112414467253177
4.7438449999988,0.117302052785924
4.76940200000257,0.117302052785924
4.80201699999719,0.117302052785924
4.83521199999748,0.112414467253177
4.87662399999797,0.112414467253177
4.90110000000149,0.112414467253177
4.92521199999749,0.112414467253177
4.94995099999755,0.10752688172043
4.97579200000317,0.117302052785924
4.9920769999996,0.112414467253177
5.01605399999767,0.112414467253177
5.04195899999885,0.112414467253177
5.07450599999726,0.10752688172043
5.10776399999858,0.112414467253177
5.13192400000244,0.112414467253177
5.15911800000072,0.112414467253177
5.19053299999982,0.117302052785924
5.22437500000001,0.112414467253177
5.24750100000202,0.112414467253177
5.28284200000019,0.112414467253177
5.31362099999936,0.112414467253177
5.33927199999988,0.112414467253177
5.37150999999793,0.112414467253177
5.40556400000304,0.112414467253177
5.42862099999934,0.112414467253177
5.4596099999994,0.112414467253177
5.5037739999965,0.10752688172043
5.52886800000073,0.112414467253177
5.55310199999809,0.112414467253177
5.57853700000047,0.112414467253177
5.60369200000167,0.131964809384164
5.62834399999679,0.146627565982405
5.65343100000172,0.136852394916911
5.67846299999951,0.146627565982405
5.6947330000028,0.151515151515152
5.72870899999887,0.180840664711632
5.76124000000209,0.161290322580645
5.78752799999714,0.210166177908113
5.81339400000124,0.249266862170088
5.84436599999665,0.30791788856305
5.86099700000136,0.288367546432063
5.87896599999814,0.303030303030303
5.90343699999897,0.263929618768328
5.93510000000148,0.391006842619746
5.96826099999993,0.30791788856305
5.98577899999916,0.425219941348974
6.01052499999852,0.371456500488759
6.03613899999857,0.400782013685239
6.05966799999774,0.50830889540567
6.09301500000061,0.376344086021505
6.1253699999973,0.493646138807429
6.15069799999893,0.405669599217986
6.18276900000126,0.596285434995112
6.21696899999679,0.669599217986315
6.23993699999897,0.997067448680352
6.25676099999993,0.860215053763441
6.28200299999864,0.659824046920821
6.31483999999614,0.469208211143695
6.34754200000316,0.698924731182796
6.37268400000036,0.8455522971652
6.40688700000197,1.0019550342131
6.42163799999653,1.54936461388074
6.44589400000126,1.62267839687195
6.48037500000001,1.48093841642229
